# Searching for station nr  7110 in ghcnm.tavg.v3.qca v3.3.0.20190817
# BREST                         (FRANCE)
# coordinates:  48.45N,   -4.42E,     103.0m (prob:   78m)
# WMO station code:  7110 BREST                         
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v3.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# source_doi :: 10.7289/V5X34VDR accessed Tue May 10 08:42:28 UTC 2022
# references :: Durre, I., M.J. Menne, and R.S. Vose, 2008: Strategies for evaluating quality assurance procedures. Journal of Applied Meteorology and Climatology, 47(6), 1785-1791.\\nLawrimore, J. H., M. J. Menne, B. E. Gleason, C. N. Williams, D. B. Wuertz, R. S. Vose, and J. Rennie (2011), An overview of the Global Historical Climatology Network monthly mean temperature data set, version 3, J. Geophys. Res., 116, D19121, doi:10.1029/2011JD016187.
# station_name :: BREST
# station_country :: FRANCE
# station_code :: 7110
# latitude ::   48.45 degrees_north
# longitude ::   -4.42 degrees_east
# elevation ::    103.0 m
# climexp_url :: https://climexp.knmi.nl/gettemp.cgi?WMO=7110
# scripturl01 :: http://climexp.knmi.nl/gettemp.cgi?STATION=BREST&WMO=7110&id=someone@somewhere
# tavg [Celsius] daily mean temperature (adjusted) from GHCN-M v3.3.0.20190817
 1961    6.7    8.8    8.7   11.0   11.8   14.1   15.3   15.9   16.0   12.2    7.9    6.0
 1962    7.1    5.8    4.8    8.5   10.5   13.4   15.1   15.3   14.1   12.2    7.7    5.3
 1963    0.4    2.5    7.8    8.5   10.3   13.7   15.1   14.4   13.6   12.2   10.4    4.6
 1964    4.3    6.1    6.5    8.6   12.8   13.9   15.9   15.4   15.4   10.6    8.7    6.7
 1965    5.9    3.5 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1966 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1967 -999.9    6.7    7.5    8.5   10.6   13.8   16.0   15.7   14.0   12.4    8.0    7.1
 1968    7.4    5.0    7.5    8.6   10.5   14.1   15.4   16.0   14.7   14.1    9.4    7.0
 1969    7.8    4.2    7.2    8.9   11.6   14.1   16.4   15.9   15.0   13.9    8.5    6.6
 1970    7.1    6.4    5.8    8.0   11.9   15.5   15.0   15.7   15.6   11.7   10.4    5.3
 1971    7.1    6.2    5.9    9.2   11.8   13.1   17.5   16.3   16.4   13.6    8.2    7.2
 1972    5.8    6.9    8.6    8.8   10.1   11.5   15.3   15.3   13.3   11.8    8.7    7.6
 1973    5.8    6.4    7.0    8.0   12.2   14.6   15.6   17.5   15.7   11.3    9.2    7.2
 1974    7.9    6.9    7.4    9.0   11.1   14.4   15.0   15.5   12.9    9.2    9.3    9.1
 1975    8.3    8.0    6.5    8.6   10.9   14.7   17.2   18.1   14.2   11.5    8.8    6.0
 1976    7.1    6.5    7.3    8.5   11.9   17.6   17.4   18.1   14.3   11.7    8.6    5.0
 1977    5.3    7.5    8.6    8.0   10.5   12.4   16.2   15.7   13.6   13.3    8.3    7.9
 1978    5.6    6.3    7.7    7.4   11.8   13.0   14.8   14.9   14.8   13.1   10.3    7.6
 1979    3.4    5.7    6.7    8.8   10.2   14.0   16.2   15.3   14.2   13.0    9.1    8.1
 1980    5.0    8.0    6.6    9.3   11.2   13.8   14.6   16.3   14.9   11.0    7.4    7.2
 1981    7.2    4.7    9.0    8.9   11.1   13.3   15.3   16.4   15.2   10.9    9.3    6.5
 1982    7.2    7.0    7.5    8.8   11.4   14.5   16.1   15.5   15.3   11.4    9.5    7.0
 1983    8.0    4.0    7.5    7.6   10.4   14.4   19.1   17.1   15.0   11.5    9.5    7.6
 1984    6.7    5.5    5.8   10.1    9.7   13.9   16.8   16.7   14.2   12.3    9.6    7.5
 1985    3.4    5.5    6.3    9.3   11.2   13.5   16.0   14.9   15.5   11.9    6.9    8.7
 1986    6.9    0.8    6.6    5.9   10.5   13.8   15.2   13.6   12.2   12.5    9.1    8.2
 1987    1.6    5.7    6.4   10.8   10.6   12.7   15.7   15.8   15.3   11.0    8.2    7.3
 1988    7.5    6.2    7.8    9.4   12.0   14.4   14.3   15.6   14.1   12.6    8.4    9.3
 1989    7.4    7.7    9.4    7.9   14.9   15.3   18.6   17.1   15.5   13.4    8.6    7.2
 1990    8.5    9.8    8.8    8.9   14.5   13.6   17.8   17.8   14.9   12.8    8.3    5.7
 1991    5.3    4.0    8.9    8.5   11.3   12.6   16.0   17.3   16.4   11.0    8.8    5.7
 1992    5.2    6.3    8.0    8.9   13.9   14.8   16.7   16.2   13.8    9.9   10.6    6.5
 1993    8.6    5.9    8.1    9.9   12.0   15.1   15.3   15.7   13.6   10.0    6.7    8.3
 1994    7.6    7.2    9.1    8.5   12.0   14.6   16.9   16.3   13.8   12.6   11.5    9.2
 1995    7.7    8.7    7.6    9.3   13.0   14.5   17.7   18.4   14.1   14.6    9.3    6.2
 1996    7.7    5.2    7.5    9.4    9.8   15.4   16.5   16.2   14.2   12.9    8.6    5.1
 1997    3.9    8.5    9.9   10.2   13.1   14.1   16.2   18.8   16.3   13.4   10.4    8.0
 1998    6.6    8.0    9.0    8.5   13.6   14.7   15.2   16.3   15.4   12.1    7.7    7.9
 1999    7.9    7.2    8.4   10.2   13.8   14.1   17.6   17.4   15.9   12.0    9.4    7.6
 2000    6.3    8.4    7.6    8.5   12.6   15.3   15.8   16.9   15.6   11.4    8.7    8.5
 2001    6.1    6.8    8.5    9.1   12.2   14.5   16.4   16.7   14.2   14.3    8.8    5.3
 2002    8.0    9.0    9.4    9.7   12.1   13.7   15.5   16.1   15.3   12.6   10.8    8.5
 2003    5.9    6.4    9.6   10.8   12.3   15.9   17.4   18.8   15.5   11.0   10.3    7.5
 2004    7.9    6.4    7.1    9.3   12.3   15.8   15.7   17.2   15.6   12.2   10.0    6.9
 2005    8.3    5.2    8.8    9.9   12.1   16.2   17.2   16.5   15.4   14.1    8.6    6.2
 2006    5.5    5.2    7.2    9.4   12.4   16.0   19.0   16.3   17.0   14.8   10.6    8.3
 2007    8.8    9.1    8.4   11.7   12.5   15.2   15.6   16.1   14.4   12.1    9.2    7.2
 2008    8.3    7.8    8.3    9.1   14.1   14.9   16.2   16.1   13.8   11.2    9.4    5.5
 2009    5.4    5.8    8.2    9.6   12.5   15.9   16.5   16.4   14.5   13.5   10.9    6.6
 2010    4.1    5.4    7.1    9.8   12.0   15.4   17.0   16.1   14.6   12.4    8.2    3.9
 2011    6.6    8.6    8.2   12.6   12.9   14.3   15.4   15.7   16.1   13.4   11.7    9.0
 2012    8.0    5.9    9.6    8.5   12.8   14.6   15.8   17.3   14.0   12.3    8.5    8.4
 2013    7.3    5.7    6.3    8.4   10.7   13.6   17.8   17.1   15.7   14.2    9.7    8.4
 2014    8.2    7.9    8.4   10.6   12.3   15.9   17.7   15.8   17.0   14.4   10.5    8.2
 2015    7.7    5.8    8.2   11.3   12.2   15.2   16.7   16.0   13.7   12.3   12.2   12.1
 2016    8.5    7.4    7.3    8.9   12.9   15.3   17.1   17.4   16.4   11.1    8.9    8.2
 2017    5.7    7.7    9.9    9.8   14.1   16.3   16.7   16.0   13.9   13.3    9.3    8.0
 2018    8.6    4.7    6.9   10.7   12.7   16.5   18.4   16.6   15.1   11.8    9.4    9.6
 2019    6.6    8.9    9.2   10.2   12.1   14.8   17.9 -999.9 -999.9 -999.9 -999.9 -999.9
